time	abs-time	actinic-lights.light-1-CW5700K	actinic-lights.light-2-CW5700K	actinic-lights.light-3-CW5700K	actinic-lights.light-4-CW5700K	actinic-lights.light-5-CW5700K	actinic-lights.light-6-CW5700K	actinic-lights.light-7-CW5700K	actinic-lights.light-8-CW5700K	od-1-sensors.od-680	od-2-sensors.od-680	od-3-sensors.od-680	od-4-sensors.od-680	od-5-sensors.od-680	od-6-sensors.od-680	od-7-sensors.od-680	od-8-sensors.od-680	pumps-20057.pump-1-consumption	pumps-20057.pump-2-consumption	pumps-20057.pump-3-consumption	pumps-20057.pump-4-consumption	pumps-20057.pump-5-consumption	pumps-20057.pump-6-consumption	pumps-20057.pump-7-consumption	pumps-20057.pump-8-consumption
0	20.06.2023 16:02:18	100	100	100	100	100	100	100	100									1118	865.833	895.417	977.083	1149	788.333	988.833	1229
0.000278	20.06.2023 16:02:19																								
0.006944	20.06.2023 16:02:43																						788.333		
0.008333	20.06.2023 16:02:48																						788.75	988.833	
0.009722	20.06.2023 16:02:53																							989.25	
0.013333	20.06.2023 16:03:06	100	100	100	100	100	100	100	100																
0.015	20.06.2023 16:03:12	100																							
0.015278	20.06.2023 16:03:13		100	100	100	100	100	100	100																
0.016667	20.06.2023 16:03:18									0.18526	0.2011	0.2115	0.23361	0.20756	0.45537	0.16815	0.46474								
0.023611	20.06.2023 16:03:43																						788.75		
0.025	20.06.2023 16:03:48																						789.167	989.25	
0.026389	20.06.2023 16:03:53																							989.667	
0.030556	20.06.2023 16:04:08																								
0.033333	20.06.2023 16:04:18									0.19153	0.20319	0.22099	0.19727	0.16839	0.18339	0.17203	0.19671								
0.047222	20.06.2023 16:05:08																								
0.05	20.06.2023 16:05:18									0.19652	0.21187	0.22702	0.19796	0.17377	0.18873	0.17464	0.20196								
0.063889	20.06.2023 16:06:08																								
0.066667	20.06.2023 16:06:18									0.19767	0.21544	0.22532	0.1998	0.17442	0.1894	0.17529	0.20265								
0.080556	20.06.2023 16:07:08																								
0.083333	20.06.2023 16:07:18									0.20203	0.21832	0.22581	0.19385	0.17183	0.19074	0.17398	0.20219								
0.097222	20.06.2023 16:08:08																								
0.1	20.06.2023 16:08:18									0.20111	0.21449	0.22653	0.19819	0.17334	0.18962	0.1742	0.20242								
0.113889	20.06.2023 16:09:08																								
0.116667	20.06.2023 16:09:18									0.20088	0.21045	0.22751	0.19934	0.17097	0.18605	0.17268	0.20035								
0.130556	20.06.2023 16:10:08																								
0.133333	20.06.2023 16:10:18									0.19858	0.20692	0.22363	0.19727	0.17097	0.18962	0.17355	0.1958								
0.147222	20.06.2023 16:11:08																								
0.15	20.06.2023 16:11:18									0.19767	0.20599	0.22363	0.19544	0.1701	0.18739	0.16987	0.19467								
0.163889	20.06.2023 16:12:08																								
0.166667	20.06.2023 16:12:18									0.19493	0.20157	0.22605	0.19521	0.16711	0.1865	0.1703	0.19017								
0.180556	20.06.2023 16:13:08																								
0.183333	20.06.2023 16:13:18									0.19402	0.19995	0.22435	0.19521	0.16818	0.1865	0.16601	0.18906								
0.197222	20.06.2023 16:14:08																								
0.2	20.06.2023 16:14:18									0.19379	0.19995	0.2246	0.19521	0.16711	0.18605	0.16601	0.18861								
0.213889	20.06.2023 16:15:08																								
0.216667	20.06.2023 16:15:18									0.19516	0.20018	0.22508	0.19362	0.16711	0.18627	0.16901	0.18794								
0.230556	20.06.2023 16:16:08																								
0.233333	20.06.2023 16:16:18									0.19176	0.19995	0.22387	0.19248	0.16583	0.18561	0.16622	0.18794								
0.247222	20.06.2023 16:17:08																								
0.25	20.06.2023 16:17:18									0.19131	0.20064	0.22339	0.19385	0.16117	0.18119	0.16601	0.18639								
0.263889	20.06.2023 16:18:08																								
0.266667	20.06.2023 16:18:18									0.19311	0.20133	0.22387	0.19226	0.1518	0.18317	0.16558	0.18528								
0.280556	20.06.2023 16:19:08																								
0.283333	20.06.2023 16:19:18									0.18995	0.19903	0.22678	0.19067	0.16349	0.18273	0.16303	0.18198								
0.297222	20.06.2023 16:20:08																								
0.3	20.06.2023 16:20:18									0.19176	0.19972	0.22581	0.19	0.1518	0.18383	0.16473	0.1844								
0.313889	20.06.2023 16:21:08																								
0.316667	20.06.2023 16:21:18									0.18973	0.19926	0.22653	0.1891	0.15345	0.18251	0.16388	0.18176								
0.330556	20.06.2023 16:22:08																								
0.333333	20.06.2023 16:22:18									0.19018	0.19559	0.22484	0.18932	0.15118	0.18273	0.16622	0.18044								
0.347222	20.06.2023 16:23:08																								
0.35	20.06.2023 16:23:18									0.18951	0.1965	0.22678	0.18977	0.15016	0.18141	0.1624	0.17913								
0.363889	20.06.2023 16:24:08																								
0.366667	20.06.2023 16:24:18									0.19085	0.19582	0.22726	0.18685	0.14954	0.18229	0.16346	0.17804								
0.380556	20.06.2023 16:25:08																								
0.383333	20.06.2023 16:25:18									0.18861	0.19399	0.22897	0.18663	0.14893	0.17987	0.16388	0.17826								
0.397222	20.06.2023 16:26:08																								
0.4	20.06.2023 16:26:18									0.19607	0.20273	0.22848	0.18618	0.15242	0.18009	0.16516	0.18176								
0.413889	20.06.2023 16:27:08																								
0.416667	20.06.2023 16:27:18									0.18906	0.20575	0.22921	0.18775	0.15242	0.18119	0.16622	0.18242								
0.430556	20.06.2023 16:28:08																								
0.433333	20.06.2023 16:28:18									0.19493	0.20529	0.22532	0.18797	0.15325	0.18119	0.16601	0.18088								
0.447222	20.06.2023 16:29:08																								
0.45	20.06.2023 16:29:18									0.19402	0.20296	0.22897	0.18775	0.15139	0.18141	0.16665	0.1787								
0.463889	20.06.2023 16:30:08																								
0.466667	20.06.2023 16:30:18									0.19243	0.2011	0.22702	0.18842	0.15325	0.18097	0.16558	0.17891								
0.480556	20.06.2023 16:31:08																								
0.483333	20.06.2023 16:31:18									0.18906	0.19719	0.22629	0.18417	0.15016	0.17747	0.16261	0.17415								
0.497222	20.06.2023 16:32:08																								
0.5	20.06.2023 16:32:18									0.18951	0.19377	0.22678	0.18351	0.14607	0.17965	0.16092	0.17393								
0.513889	20.06.2023 16:33:08																								
0.516667	20.06.2023 16:33:18									0.18838	0.19559	0.22484	0.18085	0.1479	0.17791	0.1624	0.17135								
0.530556	20.06.2023 16:34:08																								
0.533333	20.06.2023 16:34:18									0.18682	0.19127	0.22678	0.18151	0.14526	0.17812	0.16367	0.17093								
0.547222	20.06.2023 16:35:08																								
0.55	20.06.2023 16:35:18									0.18704	0.19082	0.22653	0.18195	0.14831	0.17834	0.15881	0.16986								
0.563889	20.06.2023 16:36:08																								
0.566667	20.06.2023 16:36:18									0.18593	0.19014	0.22629	0.18262	0.14975	0.17834	0.16282	0.16964								
0.580556	20.06.2023 16:37:08																								
0.583333	20.06.2023 16:37:18									0.18704	0.19377	0.22653	0.18085	0.14445	0.17747	0.15839	0.16964								
0.597222	20.06.2023 16:38:08																								
0.6	20.06.2023 16:38:18									0.1857	0.19218	0.22605	0.18041	0.14648	0.1766	0.16113	0.169								
0.613889	20.06.2023 16:39:08																								
0.616667	20.06.2023 16:39:18									0.18727	0.19014	0.22702	0.17865	0.14546	0.17573	0.15965	0.16773								
0.630556	20.06.2023 16:40:08																								
0.633333	20.06.2023 16:40:18									0.18749	0.19399	0.22653	0.18041	0.14424	0.17616	0.16071	0.16986								
0.647222	20.06.2023 16:41:08																								
0.65	20.06.2023 16:41:18									0.18861	0.1924	0.22775	0.17887	0.14485	0.17465	0.15965	0.16752								
0.663889	20.06.2023 16:42:08																								
0.666667	20.06.2023 16:42:18									0.18593	0.19218	0.22921	0.17777	0.1475	0.17465	0.16028	0.16582								
0.680556	20.06.2023 16:43:08																								
0.683333	20.06.2023 16:43:18									0.18794	0.19195	0.22897	0.17777	0.14404	0.17378	0.15986	0.16624								
0.697222	20.06.2023 16:44:08																								
0.7	20.06.2023 16:44:18									0.1866	0.19765	0.22824	0.17624	0.14323	0.17421	0.15944	0.16498								
0.713889	20.06.2023 16:45:08																								
0.716667	20.06.2023 16:45:18									0.18771	0.18992	0.23019	0.17602	0.14404	0.17508	0.15923	0.16498								
0.730556	20.06.2023 16:46:08																								
0.733333	20.06.2023 16:46:18									0.18727	0.18924	0.23142	0.17624	0.14384	0.17421	0.15902	0.16266								
0.747222	20.06.2023 16:47:08																								
0.75	20.06.2023 16:47:18									0.18682	0.19037	0.23043	0.17931	0.14182	0.1727	0.15881	0.16434								
0.763889	20.06.2023 16:48:08																								
0.766667	20.06.2023 16:48:18									0.18749	0.18879	0.23019	0.17558	0.14424	0.17335	0.15923	0.16245								
0.780556	20.06.2023 16:49:08																								
0.783333	20.06.2023 16:49:18									0.18749	0.18924	0.2297	0.17449	0.14404	0.17313	0.16028	0.16287								
0.797222	20.06.2023 16:50:08																								
0.8	20.06.2023 16:50:18									0.18727	0.18789	0.22726	0.17646	0.14263	0.17184	0.16071	0.1614								
0.813889	20.06.2023 16:51:08																								
0.816667	20.06.2023 16:51:18									0.1857	0.18677	0.23117	0.17711	0.13941	0.17055	0.1586	0.15932								
0.830556	20.06.2023 16:52:08																								
0.833333	20.06.2023 16:52:18									0.18615	0.18543	0.23019	0.1758	0.14263	0.17184	0.15797	0.16161								
0.847222	20.06.2023 16:53:08																								
0.85	20.06.2023 16:53:18									0.18504	0.18655	0.23043	0.17624	0.14001	0.17292	0.15693	0.16057								
0.863889	20.06.2023 16:54:08																								
0.866667	20.06.2023 16:54:18									0.18615	0.18745	0.22946	0.17624	0.14162	0.17098	0.15734	0.16015								
0.880556	20.06.2023 16:55:08																								
0.883333	20.06.2023 16:55:18									0.18415	0.187	0.22775	0.17558	0.14263	0.1712	0.15902	0.16078								
0.897222	20.06.2023 16:56:08																								
0.9	20.06.2023 16:56:18									0.18704	0.18902	0.22897	0.17515	0.14122	0.17098	0.1586	0.16036								
0.913889	20.06.2023 16:57:08																								
0.916667	20.06.2023 16:57:18									0.18682	0.18789	0.23092	0.17449	0.14424	0.17034	0.15818	0.15952								
0.930556	20.06.2023 16:58:08																								
0.933333	20.06.2023 16:58:18									0.18548	0.18834	0.22824	0.17428	0.14364	0.17098	0.15965	0.15932								
0.947222	20.06.2023 16:59:08																								
0.95	20.06.2023 16:59:18									0.18615	0.18789	0.23019	0.17211	0.14142	0.17098	0.15839	0.15952								
0.963889	20.06.2023 17:00:08																								
0.966667	20.06.2023 17:00:18									0.1866	0.1861	0.22946	0.17167	0.14162	0.17012	0.16665	0.15973								
0.980556	20.06.2023 17:01:08																								
0.983333	20.06.2023 17:01:18									0.18481	0.18812	0.23019	0.17232	0.14424	0.16884	0.15986	0.15745								
0.997222	20.06.2023 17:02:08																								
1	20.06.2023 17:02:18									0.18615	0.18432	0.22946	0.17232	0.14303	0.16905	0.15986	0.15765								
1.013889	20.06.2023 17:03:08																								
1.016667	20.06.2023 17:03:18									0.18637	0.18588	0.22897	0.17341	0.14122	0.16799	0.16007	0.15807								
1.030556	20.06.2023 17:04:08																								
1.033333	20.06.2023 17:04:18									0.19063	0.1861	0.22824	0.17211	0.14122	0.16841	0.15902	0.15828								
1.047222	20.06.2023 17:05:08																								
1.05	20.06.2023 17:05:18									0.18749	0.18476	0.22872	0.16952	0.14384	0.16927	0.15881	0.15828								
1.063889	20.06.2023 17:06:08																								
1.066667	20.06.2023 17:06:18									0.18593	0.18655	0.23166	0.17449	0.14323	0.16905	0.1586	0.15911								
1.080556	20.06.2023 17:07:08																								
1.083333	20.06.2023 17:07:18									0.18637	0.18633	0.22921	0.17167	0.14546	0.16991	0.15818	0.1589								
1.097222	20.06.2023 17:08:08																								
1.1	20.06.2023 17:08:18									0.18637	0.18588	0.22872	0.17103	0.14303	0.16735	0.15839	0.15828								
1.113889	20.06.2023 17:09:08																								
1.116667	20.06.2023 17:09:18									0.18637	0.18633	0.2297	0.17276	0.14526	0.16927	0.1586	0.156								
1.130556	20.06.2023 17:10:08																								
1.133333	20.06.2023 17:10:18									0.18816	0.18633	0.23043	0.17254	0.14566	0.16863	0.1586	0.15765								
1.147222	20.06.2023 17:11:08																								
1.15	20.06.2023 17:11:18									0.18593	0.18566	0.22848	0.17124	0.14404	0.16777	0.16007	0.15682								
1.163889	20.06.2023 17:12:08																								
1.166667	20.06.2023 17:12:18									0.18526	0.187	0.23043	0.17211	0.14283	0.16863	0.15693	0.15662								
1.180556	20.06.2023 17:13:08																								
1.183333	20.06.2023 17:13:18									0.18526	0.18677	0.22872	0.17103	0.14343	0.16777	0.16049	0.156								
1.197222	20.06.2023 17:14:08																								
1.2	20.06.2023 17:14:18									0.18682	0.1861	0.23019	0.17167	0.14323	0.16905	0.15986	0.15476								
1.213889	20.06.2023 17:15:08																								
1.216667	20.06.2023 17:15:18									0.18548	0.18499	0.22994	0.16995	0.14343	0.1665	0.1586	0.15496								
1.230556	20.06.2023 17:16:08																								
1.233333	20.06.2023 17:16:18									0.18526	0.18588	0.22946	0.17016	0.14142	0.16799	0.15902	0.15496								
1.247222	20.06.2023 17:17:08																								
1.25	20.06.2023 17:17:18									0.1866	0.1861	0.22946	0.16952	0.14263	0.16777	0.15881	0.15476								
1.263889	20.06.2023 17:18:08																								
1.266667	20.06.2023 17:18:18									0.18548	0.18521	0.22872	0.17146	0.14323	0.16586	0.15923	0.15662								
1.280556	20.06.2023 17:19:08																								
1.283333	20.06.2023 17:19:18									0.18615	0.18521	0.22848	0.17059	0.14283	0.16713	0.15776	0.1562								
1.297222	20.06.2023 17:20:08																								
1.3	20.06.2023 17:20:18									0.18906	0.19105	0.23092	0.17211	0.1477	0.16713	0.16007	0.15994								
1.313889	20.06.2023 17:21:08																								
1.316667	20.06.2023 17:21:18									0.19063	0.19445	0.23264	0.17189	0.14729	0.1682	0.1624	0.16057								
1.330556	20.06.2023 17:22:08																								
1.333333	20.06.2023 17:22:18									0.18973	0.19834	0.23314	0.17515	0.14648	0.16841	0.16155	0.16203								
1.347222	20.06.2023 17:23:08																								
1.35	20.06.2023 17:23:18									0.19311	0.19995	0.23363	0.17276	0.14893	0.16969	0.16388	0.16266								
1.363889	20.06.2023 17:24:08																								
1.366667	20.06.2023 17:24:18									0.19131	0.20018	0.23264	0.17536	0.14913	0.16841	0.1624	0.16245								
1.380556	20.06.2023 17:25:08																								
1.383333	20.06.2023 17:25:18									0.19334	0.19995	0.23289	0.17297	0.1477	0.16905	0.16261	0.16329								
1.397222	20.06.2023 17:26:08																								
1.4	20.06.2023 17:26:18									0.19018	0.20041	0.23191	0.17428	0.14975	0.16905	0.16558	0.16245								
1.413889	20.06.2023 17:27:08																								
1.416667	20.06.2023 17:27:18									0.19289	0.20064	0.23338	0.17406	0.14954	0.16905	0.16218	0.16287								
1.430556	20.06.2023 17:28:08																								
1.433333	20.06.2023 17:28:18									0.18995	0.20064	0.23289	0.17297	0.1477	0.16799	0.16303	0.16287								
1.447222	20.06.2023 17:29:08																								
1.45	20.06.2023 17:29:18									0.19266	0.20342	0.23338	0.17189	0.14831	0.16948	0.16282	0.16245								
1.463889	20.06.2023 17:30:08																								
1.466667	20.06.2023 17:30:18									0.19357	0.20133	0.23338	0.17428	0.14831	0.16884	0.16409	0.16308								
1.480556	20.06.2023 17:31:08																								
1.483333	20.06.2023 17:31:18									0.19198	0.20273	0.23388	0.17362	0.14831	0.16991	0.16303	0.16119								
1.497222	20.06.2023 17:32:08																								
1.5	20.06.2023 17:32:18									0.19243	0.20226	0.23338	0.17428	0.14648	0.1682	0.16346	0.16224								
1.513889	20.06.2023 17:33:08																								
1.516667	20.06.2023 17:33:18									0.19334	0.20273	0.23487	0.17319	0.1475	0.16777	0.16324	0.16371								
1.530556	20.06.2023 17:34:08																								
1.533333	20.06.2023 17:34:18									0.19289	0.20203	0.23363	0.17297	0.14893	0.17163	0.16367	0.16161								
1.547222	20.06.2023 17:35:08																								
1.55	20.06.2023 17:35:18									0.19243	0.20226	0.23487	0.17341	0.14852	0.16841	0.16303	0.16287								
1.563889	20.06.2023 17:36:08																								
1.566667	20.06.2023 17:36:18									0.19131	0.20157	0.2366	0.17558	0.14975	0.1682	0.16601	0.16224								
1.580556	20.06.2023 17:37:08																								
1.583333	20.06.2023 17:37:18									0.19425	0.20273	0.23611	0.17536	0.14893	0.17335	0.16218	0.16329								
1.597222	20.06.2023 17:38:08																								
1.6	20.06.2023 17:38:18									0.19516	0.20226	0.23437	0.17319	0.15016	0.1682	0.16494	0.16413								
1.613889	20.06.2023 17:39:08																								
1.616667	20.06.2023 17:39:18									0.19425	0.20342	0.23735	0.17558	0.15077	0.16756	0.16282	0.16329								
1.630556	20.06.2023 17:40:08																								
1.633333	20.06.2023 17:40:18									0.19311	0.20203	0.23785	0.17362	0.14934	0.16884	0.16409	0.16224								
1.647222	20.06.2023 17:41:08																								
1.65	20.06.2023 17:41:18									0.19402	0.20482	0.23735	0.17449	0.15118	0.16841	0.16644	0.1635								
1.663889	20.06.2023 17:42:08																								
1.666667	20.06.2023 17:42:18									0.1947	0.20226	0.23388	0.17297	0.15263	0.16841	0.16494	0.16203								
1.680556	20.06.2023 17:43:08																								
1.683333	20.06.2023 17:43:18									0.1947	0.20226	0.2376	0.17319	0.15016	0.16799	0.16409	0.1635								
1.697222	20.06.2023 17:44:08																								
1.7	20.06.2023 17:44:18									0.19402	0.20296	0.23611	0.17493	0.15159	0.16713	0.16794	0.16266								
1.713889	20.06.2023 17:45:08																								
1.716667	20.06.2023 17:45:18									0.19516	0.20435	0.23834	0.17232	0.15057	0.16841	0.16367	0.16308								
1.730556	20.06.2023 17:46:08																								
1.733333	20.06.2023 17:46:18									0.1947	0.20622	0.23859	0.17341	0.15016	0.16777	0.16303	0.16582								
1.747222	20.06.2023 17:47:08																								
1.75	20.06.2023 17:47:18									0.19425	0.20435	0.23785	0.17493	0.15573	0.1682	0.16516	0.16308								
1.763889	20.06.2023 17:48:08																								
1.766667	20.06.2023 17:48:18									0.19402	0.20529	0.23536	0.17428	0.15098	0.16713	0.16537	0.16287								
1.780556	20.06.2023 17:49:08																								
1.783333	20.06.2023 17:49:18									0.19447	0.20552	0.23685	0.17471	0.15263	0.16799	0.1658	0.16561								
1.797222	20.06.2023 17:50:08																								
1.8	20.06.2023 17:50:18									0.19584	0.20389	0.23785	0.17428	0.15242	0.16735	0.16473	0.16392								
1.813889	20.06.2023 17:51:08																								
1.816667	20.06.2023 17:51:18									0.19584	0.20575	0.2366	0.17428	0.15387	0.16756	0.16388	0.16203								
1.830556	20.06.2023 17:52:08																								
1.833333	20.06.2023 17:52:18									0.19402	0.20622	0.23735	0.17362	0.1549	0.16735	0.16473	0.16392								
1.847222	20.06.2023 17:53:08																								
1.85	20.06.2023 17:53:18									0.19425	0.20529	0.23909	0.17384	0.15283	0.16905	0.16346	0.16245								
1.863889	20.06.2023 17:54:08																								
1.866667	20.06.2023 17:54:18									0.19652	0.20739	0.23834	0.17515	0.15532	0.16777	0.16431	0.16392								
1.880556	20.06.2023 17:55:08																								
1.883333	20.06.2023 17:55:18									0.19584	0.20645	0.2381	0.17428	0.15594	0.16777	0.16815	0.16477								
1.897222	20.06.2023 17:56:08																								
1.9	20.06.2023 17:56:18									0.19516	0.20575	0.23735	0.17471	0.15366	0.16948	0.16601	0.16392								
1.913889	20.06.2023 17:57:08																								
1.916667	20.06.2023 17:57:18									0.19675	0.20763	0.23884	0.17471	0.15345	0.16905	0.16516	0.16413								
1.930556	20.06.2023 17:58:08																								
1.933333	20.06.2023 17:58:18									0.19721	0.20645	0.23884	0.17493	0.15407	0.16905	0.16537	0.16413								
1.947222	20.06.2023 17:59:08																								
1.95	20.06.2023 17:59:18									0.19538	0.20716	0.23909	0.17406	0.15345	0.16799	0.16729	0.16455								
1.963889	20.06.2023 18:00:08																								
1.966667	20.06.2023 18:00:18									0.19812	0.20599	0.23959	0.1758	0.15469	0.16841	0.16772	0.16413								
1.980556	20.06.2023 18:01:08																								
1.983333	20.06.2023 18:01:18									0.19698	0.20599	0.23785	0.17471	0.15532	0.16927	0.16537	0.16498								
1.997222	20.06.2023 18:02:08																								
2	20.06.2023 18:02:18									0.19721	0.20786	0.23934	0.17341	0.15428	0.16863	0.16772	0.16371								
2.013889	20.06.2023 18:03:08																								
2.016667	20.06.2023 18:03:18									0.19744	0.2081	0.23934	0.17471	0.15886	0.16799	0.16494	0.16434								
2.030556	20.06.2023 18:04:08																								
2.033333	20.06.2023 18:04:18									0.19629	0.20645	0.23834	0.17449	0.15573	0.16884	0.16644	0.16371								
2.047222	20.06.2023 18:05:08																								
2.05	20.06.2023 18:05:18									0.19789	0.2081	0.23959	0.17471	0.15552	0.16777	0.16644	0.16477								
2.063889	20.06.2023 18:06:08																								
2.066667	20.06.2023 18:06:18									0.19584	0.20786	0.24034	0.17428	0.15636	0.16841	0.16622	0.16266								
2.080556	20.06.2023 18:07:08																								
2.083333	20.06.2023 18:07:18									0.19493	0.20857	0.2416	0.17428	0.15594	0.1682	0.16729	0.16498								
2.097222	20.06.2023 18:08:08																								
2.1	20.06.2023 18:08:18									0.19812	0.20786	0.23984	0.17384	0.15782	0.16905	0.16622	0.1635								
2.113889	20.06.2023 18:09:08																								
2.116667	20.06.2023 18:09:18									0.19721	0.20622	0.2421	0.17362	0.15594	0.16777	0.16644	0.16371								
2.130556	20.06.2023 18:10:08																								
2.133333	20.06.2023 18:10:18									0.20111	0.20716	0.24185	0.17493	0.15573	0.16777	0.16431	0.16329								
2.147222	20.06.2023 18:11:08																								
2.15	20.06.2023 18:11:18									0.19721	0.20763	0.23984	0.17428	0.15532	0.1665	0.16644	0.16455								
2.163889	20.06.2023 18:12:08																								
2.166667	20.06.2023 18:12:18									0.19767	0.20669	0.2416	0.17558	0.15573	0.16905	0.16772	0.16455								
2.180556	20.06.2023 18:13:08																								
2.183333	20.06.2023 18:13:18									0.19996	0.20763	0.24286	0.17406	0.15698	0.1665	0.16794	0.16477								
2.197222	20.06.2023 18:14:08																								
2.2	20.06.2023 18:14:18									0.19927	0.20739	0.24311	0.17493	0.15865	0.16884	0.16858	0.16561								
2.213889	20.06.2023 18:15:08																								
2.216667	20.06.2023 18:15:18									0.19767	0.20857	0.24135	0.17667	0.15949	0.16756	0.16794	0.16498								
2.230556	20.06.2023 18:16:08																								
2.233333	20.06.2023 18:16:18									0.19858	0.20857	0.24286	0.17602	0.15865	0.16841	0.16772	0.16477								
2.247222	20.06.2023 18:17:08																								
2.25	20.06.2023 18:17:18									0.19881	0.20927	0.24235	0.17667	0.15698	0.16969	0.16901	0.16455								
2.263889	20.06.2023 18:18:08																								
2.266667	20.06.2023 18:18:18									0.1995	0.21069	0.24488	0.17558	0.1574	0.16841	0.17355	0.16519								
2.280556	20.06.2023 18:19:08																								
2.283333	20.06.2023 18:19:18									0.19881	0.21093	0.24235	0.17515	0.15803	0.16863	0.1688	0.16561								
2.297222	20.06.2023 18:20:08																								
2.3	20.06.2023 18:20:18									0.1995	0.20904	0.2411	0.17558	0.15844	0.16991	0.16687	0.16519								
2.313889	20.06.2023 18:21:08																								
2.316667	20.06.2023 18:21:18									0.20134	0.2088	0.24286	0.17428	0.1597	0.16927	0.16944	0.16646								
2.330556	20.06.2023 18:22:08																								
2.333333	20.06.2023 18:22:18									0.19996	0.21022	0.24185	0.17602	0.16117	0.1682	0.16944	0.16455								
2.347222	20.06.2023 18:23:08																								
2.35	20.06.2023 18:23:18									0.20134	0.21022	0.24437	0.17449	0.15886	0.16756	0.16858	0.16688								
2.363889	20.06.2023 18:24:08																								
2.366667	20.06.2023 18:24:18									0.20019	0.20857	0.2421	0.1758	0.16223	0.16884	0.16708	0.16582								
2.380556	20.06.2023 18:25:08																								
2.383333	20.06.2023 18:25:18									0.20042	0.21116	0.24387	0.1758	0.16138	0.16927	0.1703	0.16646								
2.397222	20.06.2023 18:26:08																								
2.4	20.06.2023 18:26:18									0.1995	0.21093	0.24488	0.17667	0.1597	0.16927	0.16815	0.16582								
2.413889	20.06.2023 18:27:08																								
2.416667	20.06.2023 18:27:18									0.20065	0.2088	0.24488	0.17733	0.15803	0.16841	0.16923	0.16582								
2.430556	20.06.2023 18:28:08																								
2.433333	20.06.2023 18:28:18									0.20227	0.20975	0.24437	0.17711	0.16075	0.17077	0.16751	0.16603								
2.447222	20.06.2023 18:29:08																								
2.45	20.06.2023 18:29:18									0.20019	0.20975	0.24463	0.17536	0.15907	0.16991	0.16923	0.16455								
2.463889	20.06.2023 18:30:08																								
2.466667	20.06.2023 18:30:18									0.1995	0.20951	0.24437	0.17624	0.16012	0.16777	0.1688	0.16455								
2.480556	20.06.2023 18:31:08																								
2.483333	20.06.2023 18:31:18									0.19629	0.20763	0.24336	0.17471	0.15761	0.16884	0.16837	0.16308								
2.497222	20.06.2023 18:32:08																								
2.5	20.06.2023 18:32:18									0.19698	0.20575	0.24336	0.17624	0.15928	0.16841	0.16794	0.16245								
2.513889	20.06.2023 18:33:08																								
2.516667	20.06.2023 18:33:18									0.19721	0.20575	0.24286	0.17515	0.15594	0.16863	0.16858	0.16392								
2.530556	20.06.2023 18:34:08																								
2.533333	20.06.2023 18:34:18									0.19812	0.20133	0.24261	0.17428	0.15657	0.16841	0.16665	0.16203								
2.547222	20.06.2023 18:35:08																								
2.55	20.06.2023 18:35:18									0.19973	0.19995	0.24336	0.17319	0.15761	0.1682	0.16665	0.16015								
2.563889	20.06.2023 18:36:08																								
2.566667	20.06.2023 18:36:18									0.19698	0.19995	0.24185	0.17428	0.1597	0.16799	0.16665	0.16036								
2.580556	20.06.2023 18:37:08																								
2.583333	20.06.2023 18:37:18									0.19629	0.19972	0.24513	0.17471	0.15907	0.16713	0.16644	0.15973								
2.597222	20.06.2023 18:38:08																								
2.6	20.06.2023 18:38:18									0.19538	0.19513	0.24387	0.17276	0.15636	0.16777	0.16729	0.15869								
2.613889	20.06.2023 18:39:08																								
2.616667	20.06.2023 18:39:18									0.19334	0.1965	0.24286	0.17146	0.15594	0.16692	0.16644	0.15682								
2.630556	20.06.2023 18:40:08																								
2.633333	20.06.2023 18:40:18									0.19698	0.19286	0.2416	0.17232	0.15573	0.16841	0.16622	0.15745								
2.647222	20.06.2023 18:41:08																								
2.65	20.06.2023 18:41:18									0.19311	0.19331	0.24361	0.17254	0.15761	0.16799	0.16729	0.15662								
2.663889	20.06.2023 18:42:08																								
2.666667	20.06.2023 18:42:18									0.19379	0.1924	0.2421	0.17124	0.15823	0.16607	0.16537	0.15558								
2.680556	20.06.2023 18:43:08																								
2.683333	20.06.2023 18:43:18									0.19402	0.19059	0.24336	0.17232	0.15782	0.16671	0.16601	0.15455								
2.697222	20.06.2023 18:44:08																								
2.7	20.06.2023 18:44:18									0.19379	0.19014	0.24261	0.17124	0.15823	0.16671	0.16516	0.15455								
2.713889	20.06.2023 18:45:08																								
2.716667	20.06.2023 18:45:18									0.19311	0.18834	0.2421	0.17103	0.15573	0.16586	0.1688	0.15455								
2.730556	20.06.2023 18:46:08																								
2.733333	20.06.2023 18:46:18									0.19379	0.18834	0.24361	0.17254	0.1574	0.16713	0.16558	0.15414								
2.747222	20.06.2023 18:47:08																								
2.75	20.06.2023 18:47:18									0.19447	0.18834	0.2421	0.17124	0.1597	0.1665	0.16494	0.1525								
2.763889	20.06.2023 18:48:08																								
2.766667	20.06.2023 18:48:18									0.19425	0.18834	0.24261	0.17167	0.16054	0.16628	0.16494	0.15476								
2.780556	20.06.2023 18:49:08																								
2.783333	20.06.2023 18:49:18									0.19357	0.19014	0.24261	0.17146	0.15761	0.16756	0.16944	0.15476								
2.797222	20.06.2023 18:50:08																								
2.8	20.06.2023 18:50:18									0.19584	0.19082	0.24235	0.17167	0.16244	0.16671	0.16729	0.156								
2.813889	20.06.2023 18:51:08																								
2.816667	20.06.2023 18:51:18									0.19493	0.19082	0.24286	0.17167	0.15928	0.1665	0.16665	0.15662								
2.830556	20.06.2023 18:52:08																								
