time	abs-time	actinic-lights.light-1-CW5700K	actinic-lights.light-2-CW5700K	actinic-lights.light-3-CW5700K	actinic-lights.light-4-CW5700K	actinic-lights.light-5-CW5700K	actinic-lights.light-6-CW5700K	actinic-lights.light-7-CW5700K	actinic-lights.light-8-CW5700K	od-1-sensors.od-680	od-2-sensors.od-680	od-3-sensors.od-680	od-4-sensors.od-680	od-5-sensors.od-680	od-6-sensors.od-680	od-7-sensors.od-680	od-8-sensors.od-680	pumps-20057.pump-1-consumption	pumps-20057.pump-2-consumption	pumps-20057.pump-3-consumption	pumps-20057.pump-4-consumption	pumps-20057.pump-5-consumption	pumps-20057.pump-6-consumption	pumps-20057.pump-7-consumption	pumps-20057.pump-8-consumption
53.459722	22.06.2023 21:29:53																								1319
53.461111	22.06.2023 21:29:58																								1319
53.463889	22.06.2023 21:30:08																								
53.466667	22.06.2023 21:30:18									0.43299	0.37963	0.40032	0.41132	0.41687	0.41252	0.39374	0.3675								
53.476389	22.06.2023 21:30:53																								1319
53.477778	22.06.2023 21:30:58																								1320
53.480556	22.06.2023 21:31:08																								
53.481389	22.06.2023 21:31:11	550	550			550	550																		
53.483333	22.06.2023 21:31:18									0.43142	0.37616	0.40141	0.41207	0.41422	0.40953	0.3941	0.36817								
53.489722	22.06.2023 21:31:41	55	55			55	55																		
53.493056	22.06.2023 21:31:53																								1320
53.494444	22.06.2023 21:31:58																								1320
53.497222	22.06.2023 21:32:08																								
53.5	22.06.2023 21:32:18									0.42986	0.37858	0.39816	0.41813	0.41649	0.41364	0.39337	0.36348								
53.509722	22.06.2023 21:32:53																								1320
53.511111	22.06.2023 21:32:58																								1320
53.513889	22.06.2023 21:33:08																								
53.516667	22.06.2023 21:33:18									0.43103	0.37858	0.39852	0.4117	0.41762	0.41252	0.39374	0.36448								
53.526389	22.06.2023 21:33:53																								1320
53.527778	22.06.2023 21:33:58																								1321
53.530556	22.06.2023 21:34:08																								
53.533333	22.06.2023 21:34:18									0.43181	0.37893	0.39996	0.41245	0.41649	0.41703	0.39518	0.35917								
53.543056	22.06.2023 21:34:53																								1321
53.544444	22.06.2023 21:34:58																								1321
53.547222	22.06.2023 21:35:08																								
53.55	22.06.2023 21:35:18									0.43457	0.38068	0.40141	0.4117	0.4146	0.41402	0.39518	0.35884								
53.563889	22.06.2023 21:36:08																								
53.566667	22.06.2023 21:36:18									0.43142	0.3765	0.39888	0.41207	0.41649	0.41289	0.39482	0.36414								
53.573056	22.06.2023 21:36:41	550	550			550	550																		
53.580556	22.06.2023 21:37:08																								
53.581389	22.06.2023 21:37:11	55	55			55	55																		
53.583333	22.06.2023 21:37:18									0.42986	0.37893	0.39888	0.41207	0.41535	0.41364	0.39482	0.35818								
53.597222	22.06.2023 21:38:08																								
53.6	22.06.2023 21:38:18									0.43378	0.37824	0.39924	0.41358	0.41535	0.41364	0.39627	0.35884								
53.613889	22.06.2023 21:39:08																								
53.616667	22.06.2023 21:39:18									0.43181	0.37616	0.4025	0.40945	0.41611	0.41703	0.39699	0.36082								
53.630556	22.06.2023 21:40:08																								
53.633333	22.06.2023 21:40:18									0.43339	0.37963	0.40141	0.41509	0.4146	0.4159	0.39772	0.35851								
53.647222	22.06.2023 21:41:08																								
53.65	22.06.2023 21:41:18									0.42908	0.37719	0.40105	0.41282	0.41877	0.41855	0.39663	0.3595								
53.663889	22.06.2023 21:42:08																								
53.664722	22.06.2023 21:42:11	550	550			550	550																		
53.666667	22.06.2023 21:42:18									0.42908	0.37477	0.40069	0.41282	0.41422	0.41327	0.39772	0.35818								
53.673056	22.06.2023 21:42:41	55	55			55	55																		
53.680556	22.06.2023 21:43:08																								
53.683333	22.06.2023 21:43:18									0.42986	0.37998	0.3996	0.41057	0.4146	0.41477	0.39772	0.35917								
53.697222	22.06.2023 21:44:08																								
53.7	22.06.2023 21:44:18									0.42908	0.37963	0.4025	0.41737	0.41877	0.4216	0.39772	0.36016								
53.713889	22.06.2023 21:45:08																								
53.716667	22.06.2023 21:45:18									0.43025	0.38138	0.40396	0.41623	0.41535	0.4159	0.39955	0.36348								
53.730556	22.06.2023 21:46:08																								
53.733333	22.06.2023 21:46:18									0.42986	0.38068	0.40396	0.41509	0.41839	0.41817	0.39918	0.35983								
53.747222	22.06.2023 21:47:08																								
53.75	22.06.2023 21:47:18									0.41716	0.37998	0.40323	0.41509	0.41877	0.41969	0.39991	0.35752								
53.756389	22.06.2023 21:47:41	550	550			550	550																		
53.763889	22.06.2023 21:48:08																								
53.764722	22.06.2023 21:48:11	55	55			55	55																		
53.766667	22.06.2023 21:48:18									0.4183	0.37754	0.4036	0.41547	0.41877	0.41893	0.39991	0.35851								
53.780556	22.06.2023 21:49:08																								
53.783333	22.06.2023 21:49:18									0.41716	0.37754	0.40323	0.41094	0.41725	0.42122	0.39845	0.35884								
53.797222	22.06.2023 21:50:08																								
53.8	22.06.2023 21:50:18									0.42135	0.38243	0.40287	0.41889	0.41991	0.41779	0.39991	0.36049								
53.813889	22.06.2023 21:51:08																								
53.816667	22.06.2023 21:51:18									0.4183	0.38138	0.40542	0.41699	0.41953	0.42083	0.40101	0.35785								
53.830556	22.06.2023 21:52:08																								
53.833333	22.06.2023 21:52:18									0.4202	0.38208	0.40433	0.42042	0.41953	0.42083	0.40138	0.36181								
53.847222	22.06.2023 21:53:08																								
53.848056	22.06.2023 21:53:11	550	550			550	550																		
53.85	22.06.2023 21:53:18									0.41868	0.37616	0.4036	0.42004	0.41649	0.41439	0.40174	0.35884								
53.856389	22.06.2023 21:53:41	55	55			55	55																		
53.863889	22.06.2023 21:54:08																								
53.866667	22.06.2023 21:54:18									0.42288	0.37789	0.40287	0.41699	0.41877	0.41666	0.40395	0.35719								
53.880556	22.06.2023 21:55:08																								
53.883333	22.06.2023 21:55:18									0.42173	0.37754	0.40506	0.41775	0.41877	0.42198	0.40506	0.36148								
53.897222	22.06.2023 21:56:08																								
53.9	22.06.2023 21:56:18									0.42481	0.37789	0.40542	0.41585	0.41915	0.41969	0.40359	0.35851								
53.913889	22.06.2023 21:57:08																								
53.916667	22.06.2023 21:57:18									0.42058	0.38033	0.40469	0.41737	0.41953	0.41931	0.40469	0.3595								
53.930556	22.06.2023 21:58:08																								
53.933333	22.06.2023 21:58:18									0.42674	0.38525	0.40763	0.42042	0.42221	0.42198	0.40469	0.36115								
53.939722	22.06.2023 21:58:41	550	550			550	550																		
53.947222	22.06.2023 21:59:08																								
53.948056	22.06.2023 21:59:11	55	55			55	55																		
53.95	22.06.2023 21:59:18									0.42558	0.38951	0.408	0.41623	0.41839	0.4216	0.40841	0.36049								
53.963889	22.06.2023 22:00:08																								
53.966667	22.06.2023 22:00:18									0.42597	0.39094	0.40911	0.41851	0.42375	0.42351	0.40729	0.36548								
53.980556	22.06.2023 22:01:08																								
53.983333	22.06.2023 22:01:18									0.42442	0.3913	0.408	0.4235	0.42144	0.42467	0.40953	0.36918								
53.997222	22.06.2023 22:02:08																								
54	22.06.2023 22:02:18									0.42674	0.3888	0.40726	0.42157	0.42452	0.42737	0.40766	0.36248								
54.013889	22.06.2023 22:03:08																								
54.016667	22.06.2023 22:03:18									0.42597	0.3856	0.40763	0.41966	0.42259	0.41969	0.40618	0.36248								
54.030556	22.06.2023 22:04:08																								
54.031389	22.06.2023 22:04:11	550	550			550	550																		
54.033333	22.06.2023 22:04:18									0.41944	0.38419	0.40837	0.42119	0.41915	0.41779	0.40766	0.36548								
54.039722	22.06.2023 22:04:41	55	55			55	55																		
54.047222	22.06.2023 22:05:08																								
54.05	22.06.2023 22:05:18									0.41716	0.38278	0.40763	0.42196	0.42068	0.42351	0.40804	0.36248								
54.063889	22.06.2023 22:06:08																								
54.066667	22.06.2023 22:06:18									0.42173	0.38384	0.40948	0.41623	0.42259	0.41931	0.40692	0.36082								
54.080556	22.06.2023 22:07:08																								
54.083333	22.06.2023 22:07:18									0.4202	0.38313	0.40985	0.41966	0.42144	0.41741	0.40729	0.36281								
54.097222	22.06.2023 22:08:08																								
54.1	22.06.2023 22:08:18									0.41982	0.38313	0.40689	0.41813	0.42106	0.42122	0.40878	0.36215								
54.113889	22.06.2023 22:09:08																								
54.116667	22.06.2023 22:09:18									0.42135	0.38068	0.40985	0.41851	0.42336	0.42083	0.40841	0.36049								
54.123056	22.06.2023 22:09:41	550	550			550	550																		
54.130556	22.06.2023 22:10:08																								
54.131389	22.06.2023 22:10:11	55	55			55	55																		
54.133333	22.06.2023 22:10:18									0.41906	0.37893	0.40837	0.42234	0.41877	0.42045	0.40878	0.36148								
54.147222	22.06.2023 22:11:08																								
54.15	22.06.2023 22:11:18									0.42135	0.38208	0.41022	0.41471	0.42144	0.41628	0.40841	0.36016								
54.163889	22.06.2023 22:12:08																								
54.166667	22.06.2023 22:12:18									0.42173	0.38348	0.41022	0.42544	0.42221	0.42313	0.41253	0.36281								
54.180556	22.06.2023 22:13:08																								
54.183333	22.06.2023 22:13:18									0.41868	0.37998	0.40985	0.41851	0.42068	0.42236	0.4099	0.35983								
54.197222	22.06.2023 22:14:08																								
54.2	22.06.2023 22:14:18									0.41982	0.37928	0.40948	0.42081	0.42068	0.41931	0.40878	0.35917								
54.213889	22.06.2023 22:15:08																								
54.214722	22.06.2023 22:15:11	550	550			550	550																		
54.216667	22.06.2023 22:15:18									0.4183	0.37858	0.41022	0.41889	0.42413	0.41931	0.41028	0.3595								
54.223056	22.06.2023 22:15:41	55	55			55	55																		
54.230556	22.06.2023 22:16:08																								
54.233333	22.06.2023 22:16:18									0.42097	0.38033	0.41356	0.42157	0.42029	0.42122	0.41178	0.36049								
54.247222	22.06.2023 22:17:08																								
54.25	22.06.2023 22:17:18									0.41868	0.38103	0.40948	0.41889	0.42144	0.42198	0.41216	0.36414								
54.263889	22.06.2023 22:18:08																								
54.266667	22.06.2023 22:18:18									0.42173	0.37998	0.4117	0.4235	0.42375	0.42351	0.41291	0.36783								
54.280556	22.06.2023 22:19:08																								
54.283333	22.06.2023 22:19:18									0.42442	0.38419	0.41207	0.41889	0.42298	0.42083	0.41404	0.36448								
54.297222	22.06.2023 22:20:08																								
54.3	22.06.2023 22:20:18									0.42481	0.38419	0.41656	0.42234	0.42375	0.42236	0.41708	0.36082								
54.306389	22.06.2023 22:20:41	550	550			550	550																		
54.313889	22.06.2023 22:21:08																								
54.314722	22.06.2023 22:21:11	55	55			55	55																		
54.316667	22.06.2023 22:21:18									0.42365	0.38384	0.41581	0.42273	0.42221	0.42505	0.4148	0.36281								
54.330556	22.06.2023 22:22:08																								
54.333333	22.06.2023 22:22:18									0.42173	0.38489	0.41506	0.42311	0.42375	0.42428	0.4167	0.36448								
54.347222	22.06.2023 22:23:08																								
54.35	22.06.2023 22:23:18									0.4202	0.38384	0.41207	0.42505	0.42336	0.42198	0.41518	0.36481								
54.363889	22.06.2023 22:24:08																								
54.366667	22.06.2023 22:24:18									0.4225	0.38595	0.41356	0.42042	0.42529	0.42428	0.41708	0.36414								
54.380556	22.06.2023 22:25:08																								
54.383333	22.06.2023 22:25:18									0.42058	0.38384	0.41731	0.42311	0.42336	0.42236	0.41708	0.36649								
54.397222	22.06.2023 22:26:08																								
54.398056	22.06.2023 22:26:11	550	550			550	550																		
54.4	22.06.2023 22:26:18									0.42058	0.38208	0.41581	0.42273	0.42182	0.42236	0.41937	0.36414								
54.406389	22.06.2023 22:26:41	55	55			55	55																		
54.413889	22.06.2023 22:27:08																								
54.416667	22.06.2023 22:27:18									0.42481	0.38631	0.41656	0.42894	0.42452	0.42313	0.4186	0.36582								
54.430556	22.06.2023 22:28:08																								
54.433333	22.06.2023 22:28:18									0.42558	0.39201	0.41694	0.42582	0.42801	0.42428	0.42013	0.36918								
54.447222	22.06.2023 22:29:08																								
54.45	22.06.2023 22:29:18									0.42908	0.39273	0.41882	0.4266	0.42568	0.42083	0.42282	0.37223								
54.463889	22.06.2023 22:30:08																								
54.466667	22.06.2023 22:30:18									0.4252	0.38987	0.41807	0.42777	0.42762	0.42737	0.42321	0.36918								
54.480556	22.06.2023 22:31:08																								
54.483333	22.06.2023 22:31:18									0.42558	0.38454	0.41506	0.4235	0.42684	0.42351	0.42052	0.36548								
54.489722	22.06.2023 22:31:41	550	550			550	550																		
54.497222	22.06.2023 22:32:08																								
54.498056	22.06.2023 22:32:11	55	55			55	55																		
54.5	22.06.2023 22:32:18									0.4202	0.38243	0.41731	0.42004	0.42645	0.4239	0.41975	0.36281								
54.513889	22.06.2023 22:33:08																								
54.516667	22.06.2023 22:33:18									0.4252	0.39058	0.42034	0.4309	0.4284	0.42351	0.42052	0.37121								
54.530556	22.06.2023 22:34:08																								
54.533333	22.06.2023 22:34:18									0.42869	0.39381	0.4192	0.42544	0.42684	0.42931	0.42244	0.37257								
54.547222	22.06.2023 22:35:08																								
54.55	22.06.2023 22:35:18									0.43064	0.39634	0.41845	0.42933	0.42801	0.42544	0.42514	0.37394								
54.563889	22.06.2023 22:36:08																								
54.566667	22.06.2023 22:36:18									0.42869	0.39237	0.41996	0.43129	0.43074	0.42815	0.4236	0.3702								
54.580556	22.06.2023 22:37:08																								
54.581389	22.06.2023 22:37:11	550	550			550	550																		
54.583333	22.06.2023 22:37:18									0.42636	0.38951	0.41882	0.42894	0.4284	0.42275	0.42321	0.36783								
54.589722	22.06.2023 22:37:41	55	55			55	55																		
54.597222	22.06.2023 22:38:08																								
54.6	22.06.2023 22:38:18									0.42791	0.38915	0.42224	0.42621	0.42723	0.42505	0.42321	0.36448								
54.613889	22.06.2023 22:39:08																								
54.616667	22.06.2023 22:39:18									0.42713	0.38844	0.4192	0.42582	0.42645	0.42428	0.42476	0.36649								
54.630556	22.06.2023 22:40:08																								
54.633333	22.06.2023 22:40:18									0.42597	0.3888	0.4211	0.42738	0.42723	0.42582	0.4209	0.36783								
54.647222	22.06.2023 22:41:08																								
54.65	22.06.2023 22:41:18									0.42597	0.38666	0.41958	0.42933	0.42645	0.42621	0.42205	0.36348								
54.663889	22.06.2023 22:42:08																								
54.666667	22.06.2023 22:42:18									0.42869	0.38666	0.42072	0.42777	0.42723	0.42505	0.42437	0.36851								
54.673056	22.06.2023 22:42:41	550	550			550	550																		
54.680556	22.06.2023 22:43:08																								
54.681389	22.06.2023 22:43:11	55	55			55	55																		
54.683333	22.06.2023 22:43:18									0.42908	0.38348	0.4211	0.42777	0.42529	0.42544	0.42476	0.36649								
54.697222	22.06.2023 22:44:08																								
54.7	22.06.2023 22:44:18									0.42597	0.38384	0.41882	0.43287	0.42762	0.42892	0.42282	0.36918								
54.713889	22.06.2023 22:45:08																								
54.716667	22.06.2023 22:45:18									0.4283	0.38454	0.4211	0.42544	0.42413	0.4266	0.4236	0.36481								
54.730556	22.06.2023 22:46:08																								
54.733333	22.06.2023 22:46:18									0.4252	0.38278	0.4211	0.4266	0.42801	0.42931	0.42476	0.36582								
54.747222	22.06.2023 22:47:08																								
54.75	22.06.2023 22:47:18									0.42597	0.3856	0.4211	0.42738	0.42801	0.42853	0.42398	0.36783								
54.763889	22.06.2023 22:48:08																								
54.764722	22.06.2023 22:48:11	550	550			550	550																		
54.766667	22.06.2023 22:48:18									0.42365	0.38173	0.42415	0.42582	0.42529	0.4239	0.42553	0.36548								
54.773056	22.06.2023 22:48:41	55	55			55	55																		
54.780556	22.06.2023 22:49:08																								
54.783333	22.06.2023 22:49:18									0.42713	0.38278	0.42186	0.42466	0.42723	0.4266	0.42748	0.36515								
54.797222	22.06.2023 22:50:08																								
54.8	22.06.2023 22:50:18									0.42752	0.38454	0.423	0.42933	0.42918	0.42853	0.42709	0.36682								
54.813889	22.06.2023 22:51:08																								
54.816667	22.06.2023 22:51:18									0.42713	0.38595	0.42415	0.42855	0.42801	0.42892	0.42943	0.37087								
54.830556	22.06.2023 22:52:08																								
54.833333	22.06.2023 22:52:18									0.42674	0.38384	0.42224	0.42972	0.42918	0.43009	0.42826	0.36986								
54.847222	22.06.2023 22:53:08																								
54.85	22.06.2023 22:53:18									0.42986	0.38313	0.42491	0.43168	0.42645	0.42815	0.42904	0.37325								
54.856389	22.06.2023 22:53:41	550	550			550	550																		
54.863889	22.06.2023 22:54:08																								
54.864722	22.06.2023 22:54:11	55	55			55	55																		
54.866667	22.06.2023 22:54:18									0.42986	0.38348	0.42186	0.42427	0.42723	0.42776	0.42904	0.37155								
54.880556	22.06.2023 22:55:08																								
54.883333	22.06.2023 22:55:18									0.43142	0.3856	0.42415	0.42816	0.43074	0.42815	0.431	0.36884								
54.897222	22.06.2023 22:56:08																								
54.9	22.06.2023 22:56:18									0.4326	0.38808	0.42722	0.43247	0.42957	0.43048	0.43139	0.36851								
54.913889	22.06.2023 22:57:08																								
54.916667	22.06.2023 22:57:18									0.42986	0.38702	0.42606	0.43366	0.42723	0.42892	0.431	0.37087								
54.930556	22.06.2023 22:58:08																								
54.933333	22.06.2023 22:58:18									0.42947	0.38666	0.42838	0.4309	0.42801	0.42815	0.43061	0.36884								
54.947222	22.06.2023 22:59:08																								
54.948056	22.06.2023 22:59:11	550	550			550	550																		
54.95	22.06.2023 22:59:18									0.42636	0.38313	0.4253	0.43287	0.42957	0.42428	0.43297	0.37359								
54.956389	22.06.2023 22:59:41	55	55			55	55																		
54.963889	22.06.2023 23:00:08																								
54.966667	22.06.2023 23:00:18									0.42986	0.38419	0.42491	0.42894	0.4284	0.42892	0.43336	0.37223								
54.980556	22.06.2023 23:01:08																								
54.983333	22.06.2023 23:01:18									0.42597	0.38666	0.42606	0.42972	0.42957	0.42737	0.43376	0.37155								
54.997222	22.06.2023 23:02:08																								
55	22.06.2023 23:02:18									0.43142	0.38313	0.42799	0.42894	0.42801	0.43009	0.43416	0.36952								
55.013889	22.06.2023 23:03:08																								
55.016667	22.06.2023 23:03:18									0.42986	0.38844	0.42954	0.42738	0.42452	0.43283	0.43534	0.37394								
55.030556	22.06.2023 23:04:08																								
55.033333	22.06.2023 23:04:18									0.42908	0.38702	0.42722	0.42855	0.43035	0.4297	0.43455	0.37121								
55.039722	22.06.2023 23:04:41	550	550			550	550																		
55.047222	22.06.2023 23:05:08																								
55.048056	22.06.2023 23:05:11	55	55			55	55																		
55.05	22.06.2023 23:05:18									0.42986	0.38243	0.42645	0.43247	0.42957	0.42505	0.43614	0.36817								
55.063889	22.06.2023 23:06:08																								
55.066667	22.06.2023 23:06:18									0.42752	0.38348	0.43031	0.43683	0.42996	0.43048	0.43297	0.37121								
55.080556	22.06.2023 23:07:08																								
55.083333	22.06.2023 23:07:18									0.43142	0.38525	0.42915	0.43247	0.42957	0.43048	0.43534	0.37291								
55.097222	22.06.2023 23:08:08																								
55.1	22.06.2023 23:08:18									0.42908	0.38419	0.4276	0.43723	0.43035	0.43048	0.43694	0.37496								
55.113889	22.06.2023 23:09:08																								
55.116667	22.06.2023 23:09:18									0.43064	0.38419	0.43109	0.4309	0.42957	0.43087	0.43534	0.37394								
55.130556	22.06.2023 23:10:08																								
55.131389	22.06.2023 23:10:11	550	550			550	550																		
55.133333	22.06.2023 23:10:18									0.43142	0.38454	0.43187	0.43603	0.42762	0.42776	0.43495	0.37155								
55.139722	22.06.2023 23:10:41	55	55			55	55																		
55.147222	22.06.2023 23:11:08																								
55.15	22.06.2023 23:11:18									0.42791	0.38595	0.43265	0.42933	0.43152	0.42931	0.43495	0.37565								
55.163889	22.06.2023 23:12:08																								
55.166667	22.06.2023 23:12:18									0.42713	0.38631	0.42915	0.43168	0.43113	0.43009	0.43614	0.37565								
55.180556	22.06.2023 23:13:08																								
55.183333	22.06.2023 23:13:18									0.42947	0.38951	0.43109	0.43643	0.42879	0.43558	0.43614	0.37599								
55.197222	22.06.2023 23:14:08																								
55.2	22.06.2023 23:14:18									0.42752	0.38808	0.43187	0.43643	0.42996	0.4297	0.43733	0.37189								
55.213889	22.06.2023 23:15:08																								
55.216667	22.06.2023 23:15:18									0.42908	0.38631	0.43109	0.43842	0.42996	0.43204	0.43654	0.37394								
55.223056	22.06.2023 23:15:41	550	550			550	550																		
55.230556	22.06.2023 23:16:08																								
55.231389	22.06.2023 23:16:11	55	55			55	55																		
55.233333	22.06.2023 23:16:18									0.43025	0.38384	0.42993	0.43564	0.42918	0.43048	0.44013	0.37359								
55.247222	22.06.2023 23:17:08																								
55.25	22.06.2023 23:17:18									0.43142	0.38419	0.43226	0.43564	0.43152	0.43087	0.43495	0.3753								
55.263889	22.06.2023 23:18:08																								
55.266667	22.06.2023 23:18:18									0.42986	0.38702	0.43148	0.43802	0.42879	0.43283	0.43893	0.37359								
55.280556	22.06.2023 23:19:08																								
55.283333	22.06.2023 23:19:18									0.42908	0.38454	0.43109	0.43366	0.43074	0.42776	0.43694	0.37702								
55.297222	22.06.2023 23:20:08																								
55.3	22.06.2023 23:20:18									0.42908	0.38489	0.43343	0.43723	0.43349	0.42931	0.43813	0.37599								
55.313889	22.06.2023 23:21:08																								
55.314722	22.06.2023 23:21:11	550	550			550	550																		
55.316667	22.06.2023 23:21:18									0.42791	0.38243	0.43421	0.43326	0.43192	0.43048	0.43933	0.37394								
55.323056	22.06.2023 23:21:41	55	55			55	55																		
55.330556	22.06.2023 23:22:08																								
55.333333	22.06.2023 23:22:18									0.4283	0.38454	0.43304	0.43802	0.43231	0.42931	0.44013	0.37257								
55.347222	22.06.2023 23:23:08																								
55.35	22.06.2023 23:23:18									0.42986	0.38666	0.4346	0.43802	0.43192	0.43717	0.44174	0.37359								
55.358333	22.06.2023 23:23:48																							1080.917	
55.359722	22.06.2023 23:23:53																							1081.333	
55.363889	22.06.2023 23:24:08																								
55.366667	22.06.2023 23:24:18									0.42947	0.38631	0.43421	0.43882	0.43349	0.43558	0.43773	0.37291								
55.375	22.06.2023 23:24:48																							1081.333	
55.376389	22.06.2023 23:24:53																							1081.75	
55.380556	22.06.2023 23:25:08																								
55.383333	22.06.2023 23:25:18									0.43221	0.38702	0.435	0.43445	0.4327	0.42931	0.43614	0.37702								
55.391667	22.06.2023 23:25:48																							1081.75	
55.393056	22.06.2023 23:25:53																							1082.167	
55.397222	22.06.2023 23:26:08																								
55.4	22.06.2023 23:26:18									0.43103	0.38666	0.43539	0.43962	0.43467	0.43401	0.43376	0.37702								
55.406389	22.06.2023 23:26:41	550	550			550	550																		
55.408333	22.06.2023 23:26:48																							1082.167	
55.409722	22.06.2023 23:26:53																							1082.583	
55.413889	22.06.2023 23:27:08																								
55.414722	22.06.2023 23:27:11	55	55			55	55																		
55.416667	22.06.2023 23:27:18									0.43299	0.38808	0.43815	0.43643	0.43388	0.43204	0.43534	0.37599								
55.425	22.06.2023 23:27:48																							1082.583	
55.426389	22.06.2023 23:27:53																							1083	
55.430556	22.06.2023 23:28:08																								
55.433333	22.06.2023 23:28:18									0.43496	0.38489	0.43617	0.43564	0.43152	0.42815	0.43376	0.37428								
55.441667	22.06.2023 23:28:48																							1083	
55.443056	22.06.2023 23:28:53																							1083.417	
55.447222	22.06.2023 23:29:08																								
55.45	22.06.2023 23:29:18									0.43181	0.38773	0.43736	0.43524	0.4327	0.43165	0.43061	0.37702								
55.458333	22.06.2023 23:29:48																							1083.417	
55.459722	22.06.2023 23:29:53																							1083.833	
55.463889	22.06.2023 23:30:08																								
55.466667	22.06.2023 23:30:18									0.43615	0.38987	0.43854	0.43882	0.43428	0.43204	0.431	0.37565								
55.466944	22.06.2023 23:30:19																								
55.475	22.06.2023 23:30:48																							1083.833	
55.476389	22.06.2023 23:30:53																							1084.25	
55.480556	22.06.2023 23:31:08																								
55.483333	22.06.2023 23:31:18									0.43496	0.3888	0.43657	0.43962	0.43231	0.43558	0.42904	0.37668								
55.491667	22.06.2023 23:31:48																							1084.25	
55.493056	22.06.2023 23:31:53																							1084.667	
55.497222	22.06.2023 23:32:08																								
55.498056	22.06.2023 23:32:11	550	550			550	550																		
55.5	22.06.2023 23:32:18									0.43103	0.38737	0.44052	0.43962	0.43231	0.42621	0.42476	0.37943								
55.506389	22.06.2023 23:32:41	55	55			55	55																		
55.508333	22.06.2023 23:32:48																							1084.667	
55.509722	22.06.2023 23:32:53																							1085.083	
55.513889	22.06.2023 23:33:08																								
55.516667	22.06.2023 23:33:18									0.43378	0.38844	0.44052	0.43802	0.43507	0.43401	0.42321	0.37943								
55.525	22.06.2023 23:33:48																							1085.083	
55.526389	22.06.2023 23:33:53																							1085.5	
55.530556	22.06.2023 23:34:08																								
55.533333	22.06.2023 23:34:18									0.43181	0.38844	0.44132	0.44043	0.43349	0.43361	0.42282	0.3784								
55.536111	22.06.2023 23:34:28																			952.5					
55.5375	22.06.2023 23:34:33																			952.917					
55.541667	22.06.2023 23:34:48																							1085.5	
55.543056	22.06.2023 23:34:53																							1085.917	
55.547222	22.06.2023 23:35:08																								
55.55	22.06.2023 23:35:18									0.42869	0.38595	0.43933	0.43842	0.43388	0.4344	0.41822	0.37805								
55.552778	22.06.2023 23:35:28																			952.917					
55.554167	22.06.2023 23:35:33																			953.333					
55.558333	22.06.2023 23:35:48																							1085.917	
55.559722	22.06.2023 23:35:53																							1086.333	
55.563889	22.06.2023 23:36:08																								
55.566667	22.06.2023 23:36:18									0.42636	0.38773	0.43696	0.44043	0.43231	0.43322	0.41975	0.38082								
55.569444	22.06.2023 23:36:28																			953.333					
55.570833	22.06.2023 23:36:33																			953.75					
55.575	22.06.2023 23:36:48																							1086.333	
55.576389	22.06.2023 23:36:53																							1086.75	
55.580556	22.06.2023 23:37:08																								
55.583333	22.06.2023 23:37:18									0.42558	0.38773	0.43148	0.44043	0.4331	0.43796	0.41746	0.37909								
55.586111	22.06.2023 23:37:28																			953.75					
55.5875	22.06.2023 23:37:33																			954.167	1027.917				
55.588889	22.06.2023 23:37:38																				1028.333				
55.589722	22.06.2023 23:37:41	550	550			550	550																		
55.591667	22.06.2023 23:37:48																							1086.75	
55.593056	22.06.2023 23:37:53																							1087.167	
55.597222	22.06.2023 23:38:08																								
55.598056	22.06.2023 23:38:11	55	55			55	55																		
55.6	22.06.2023 23:38:18									0.4283	0.3856	0.435	0.44043	0.43113	0.43009	0.41632	0.37702								
55.602778	22.06.2023 23:38:28																			954.167					
55.604167	22.06.2023 23:38:33																			954.583	1028.333				
55.605556	22.06.2023 23:38:38																				1028.75				
55.608333	22.06.2023 23:38:48																							1087.167	
55.609722	22.06.2023 23:38:53																							1087.583	
55.613889	22.06.2023 23:39:08																								
55.616667	22.06.2023 23:39:18									0.42752	0.38595	0.42838	0.43763	0.43507	0.43756	0.41291	0.37599								
55.619444	22.06.2023 23:39:28																			954.583					
55.620833	22.06.2023 23:39:33																			955	1028.75				
55.622222	22.06.2023 23:39:38																				1029.167				
55.625	22.06.2023 23:39:48																							1087.583	
55.626389	22.06.2023 23:39:53																							1088	
55.630556	22.06.2023 23:40:08																								
55.633333	22.06.2023 23:40:18									0.43103	0.38987	0.42915	0.43445	0.43507	0.43677	0.4099	0.37702								
55.636111	22.06.2023 23:40:28																			955					
55.6375	22.06.2023 23:40:33																			955.417	1029.167				
55.638889	22.06.2023 23:40:38																				1029.583				
55.641667	22.06.2023 23:40:48																							1088	
55.643056	22.06.2023 23:40:53																							1088.417	
55.647222	22.06.2023 23:41:08																								
55.65	22.06.2023 23:41:18									0.42908	0.38844	0.42799	0.43326	0.43507	0.43558	0.41216	0.37909								
55.652778	22.06.2023 23:41:28																			955.417					
55.654167	22.06.2023 23:41:33																			955.833	1029.583				
55.655556	22.06.2023 23:41:38																				1030				
55.658333	22.06.2023 23:41:48																							1088.417	
55.659722	22.06.2023 23:41:53																							1088.833	
55.663889	22.06.2023 23:42:08																								
55.666667	22.06.2023 23:42:18									0.43025	0.38702	0.42683	0.42855	0.43586	0.43836	0.4114	0.37702								
55.669444	22.06.2023 23:42:28																			955.833					
55.670833	22.06.2023 23:42:33																			956.25	1030				
55.672222	22.06.2023 23:42:38																				1030.417				
